Name	Set	ImageFile	Release	Info	Property	Uniqueness	Type	Mission/ Dilemma Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Quadrant	Span	Icons	Staff	Characteristics/ Keywords	Requires	Persona	Command	Lore	Reports	Names	Text
Villagers With Torches	Trad_Virtual_OTF_Open_Warp	8V-Villagers-With-Torches	referee	8 V	VOY		Event											[HA][Ref]						After years of poverty, the Takarians were eager to be rid of their Great Sages. Fortunately, Chakotay and Tom Paris were there to keep them from being sent away on "wings of fire."			Seeds or plays on table. Whenever opponent begins a planet mission attempt with fewer than three personnel, all are killed unless opponent has {Thermal Deflectors} in play.
White Deprivation	Trad_Virtual_OTF_Open_Warp	22V-White-Deprivation	referee	22 V	DS9		Incident											[Ref]									Seeds or plays on table. At start of every player's turn, all of that player's [KW] personnel present together must battle (and stun or mortally wound when able) opposing non-changelings present, or (if none) any non-changelings present, or (if none) each other (split randomly into two equal groups). Also, one [KW] personnel in each of that player's crews and Away Teams dies (random selection).
Writ of Accountability	Trad_Virtual_OTF_Open_Warp	23V-Writ-of-Accountability	referee	23 V	DS9		Incident											[HA][Ref]									Seeds or plays on table. Once per game, downloads an FCA personnel; discard incident. OR Seeds or plays on table. Place on your [Fer] FCA personnel. If opponent has used {Subspace Schism}, {Brain Drain} or {Horga'hn} more than twice OR played {Static Warp Bubble}, {Anti-Time Anomaly} or {Black Hole} more than once OR used their own dilemma(s) to score more than 15 points or to discard other dilemmas, they lose the game.
Tribunal of Q	Virtual_OTF_Open_Warp	2VP_Tribunal-of-Q	VP	2 VP	VOY		Incident																				Seeds on table. You may download [Ref] cards from your discard pile. While you are downloading or playing a [Ref] card, you may ignore any effect and no action may suspend play. In place of a card draw you may download a [Ref] card (once per game per card title) OR {Q the Referee} (limit once every turn). At the start of the first turn, if it is not your turn, you may download a [Ref] card.
I.K.C. Qam-Chee (Chain of Command)	Virtual_OTF_Open_Warp	14-V_ikcqamchee	coc	14 V	TNG		Ship		Klingon	Vor'cha Class	8	9	9						[Cmd][Cmd][Stf] 	Cloaking Device; Klingon ship; Tractor Beam;		I.K.C. Qam-chee	K'mpec	Flagship commanded by the Klingon Chancellor, K'mpec. Met with U.S.S. Enterprise to arbitrate the selection of a new Chancellor for the Klingon Empire.			Cloaking Device, Tractor Beam Opposing cards here are attributes -1.
Kathryn Janeway (Chain of Command)	Virtual_OTF_Open_Warp	5-V_kathrynjaneway	coc	5 V	VOY		Personnel		Federation	OFFICER	8	7	6					[Cmd]		Human; Capturing-related card; Female;		Kathryn Janeway	U.S.S. Voyager	Commander of the U.S.S. Voyager on a mission to retrieve her undercover security officer, Tuvok. Bailed Tom Paris out of jail. Likes dogs.			OFFICER SCIENCE Astrophysics Computer Skill {Tuvok} may report here. DL/ {Rescue Captives}
Where No Man Has Gone Before	Virtual_b00_OTF_Open_Warp	1-V_wnmhgb	coc	1 V	TOS		Event																	Going boldly into the unknown frontiers of the galaxy, brave captains and crews cheat death in search of new life.			Plays on table. At start of turn, your undocked ships at any spaceline end are RANGE +3 until end of turn. Once per turn, when your ship moves from one spaceline to another, you may draw a card OR report an [AU] card aboard.
William T. Riker (Chain of Command)	Virtual_OTF_Open_Warp	6-V_williamtriker	coc	6 V	Ins		Personnel		Federation	OFFICER	8	8	7					[Ent-E]		Human; Male;			U.S.S. Enterprise-E	While in command of the U.S.S. Enterprise-E, Riker defended the ship against attack by the Son'a. Reminded Picard, "No uniform, no orders."			OFFICER Leadership Navigation x 2 Honor DL/ {Federation Flagship: Renewed} DL/ {Riker Maneuver}
U.S.S. Enterprise (Chain of Command)	Virtual_OTF_Open_Warp	11V_USSEnterprise	coc	11 V	TNG		Ship		Federation	Galaxy Class	8	7	9						[Cmd][Stf][Stf] 	Federation ship; Holodeck; Tractor Beam;				Encountered the U.S.S. Enterprise-C in an alternate reality. Became the Future Enterprise in an alternate future. Visited by crew from the Starship Enterprise.			Holodeck, Tractor Beam DL/ {Wall of Ships}
Distracted by Thoughts of Home	Virtual_OTF_Open_Warp	LFL_04V	lfl	4 V	VOY		Dilemma	[S/P]										[X]						After an encounter with the Timeship Aeon, Captain Janeway and her crew found themselves on Earth in 1996. The appeal of being on Earth - even in the past - was intense.			Place on mission. All personnel here are attributes all -1. Any player must discard a card from hand to attempt this mission. X=4 if this is a [DQ] mission, otherwise 2.
Chula: Unfortunate Roll	Virtual_b02_OTF_Open_Warp	emissary_02	Emissary	2 V	DS9		Dilemma	[S/P]																In the game of chula, even choosing the less profitable but safer path does not guarantee that all of your players will continue to the next shap.			To get past, three personnel present (random selection) are chosen. If their total INTEGRITY is odd, all three are "stopped." Otherwise, discard dilemma.
Azetbur 2E (Visionary Chancellor)	ban_2E	STVE-EN15037a	TUC	37 V			Personnel		Klingon		7	6	6					[AU][Cmd]		Klingon; Chancellor; Female;	Assault event; Maneuver card;			"War is obsolete... as we are in danger of becoming."			Anthropology Diplomacy Exobiology Honor Law Leadership x 2 When this personnel uses a skill to complete a mission, you may destroy three of your Assault and/or Maneuver events to score 10 points.
Lance Cartwright 2E (Co-Conspirator)	ban_2E	STVE-EN15033	TUC	33 V			Personnel		Federation		3	6	5					[AU][Cmd][E][OS] or [Films]		Human; Admiral; Male;		Admiral Cartwright		"The opportunity here is to bring them to their knees. Then we'll be in a far better position to dictate terms."			Astrophysics OR Stellar Cartography Section 31 Leadership OFFICER SECURITY Treachery To play this personnel, you must destroy an event you command. To play this personnel, you must destroy an event you command.
Once More Unto the Breach 2E	ban_2E	STVE-EN15005	TUC	5 V			Dilemma	[S]													Cloaking Device;			"I can see you, Kirk ... Can you see me?"			Your opponent chooses a staffed Cloaking Device ship he or she commands at this mission. That ship is Weapons +1 until the end of this dilemma. Unless you have Shields>that ship's Weapons, randomly select a personnel to be killed and all of your personnel are stopped.
Surprise Amity 2E	ban_2E	STVE-EN15020	TUC	20 V			Interrupt																	"It is the judgment of this court, that without possibility of reprieve or parole, you be taken from this place to the dilithium mines on the penal asteroid of Rura Penthe, there to spend the rest of your natural lives."			When your opponent's mission attempt ends, if that opponent has more points than you, stop each of that opponent's personnel. Place this interrupt on the bottom of your deck.
Breach Barrier 2E	ban_2E	STVE-EN15024	TUC	24 V			Mission	[S]	Any affiliation may attempt this mission.					40	Great Barrier Region	Alpha	4			Great Barrier Region;	Great Barrier Region;			"They say no ship can survive it."			ENGINEER + Navigation + SCIENCE x2 + CUNNING>40 When you are about to complete this mission, if an opponent has more points than you, choose one - score 5 points; unstop all your personnel; or restore Range of each ship you command.
Kira Nerys 2E (Rescuer)	ban_2E	STVE-EN15025	TUC	25 V			Personnel		Bajoran		6	6	6					[2eDS9][Cmd]		Bajoran; Female;				"... if you hurt that girl, I promise... I'll kill you."			Honor Leadership Navigation SECURITY When you play this personnel, you may choose one: take up to two of your [Baj] personnel from your discard pile into hand; or place the bottom two cards of your deck in your discard pile.
Operation Retrieve 2E	ban_2E	STVE-EN15013	TUC	13 V			Event																	"Sir, we can go in, rescue the hostages, and get out in 24 hours with an acceptable loss in manpower and equipment."			Plays in your core. When you are about to place an interrupt in your discard pile, if your opponent's personnel is facing a dilemma you own, you may place that interrupt on the bottom of your deck instead. (Unique.)
Ferengi Locator Bomb 2E (The Undiscovered Country)	ban_2E	emissary_06	TUC	3 V			Dilemma	[P]																Pheromone-guided assassination device used unsuccessfully against Grand Nagus Quark in 2369. Very difficult to avoid. Can be identified by the telltale sorium and argine traces.			Unless Computer Skill, Navigation, and Physics OR Acquisition, Treachery, and CUNNING>32 present, one personnel (random selection) is placed on bottom of draw deck.
What Lies Beneath 2E	ban_2E	STVE-EN15010	TUC	10 V			Dilemma	[S]																"...it accumulated those frozen gases over time as it travelled through space."			Unless you have Archaeology + Geology + Honor OR Anthropology + Treachery + CUNNING>32, randomly select a personnel to be placed on the bottom of his or her owner's deck and all your personnel are stopped.
Four of Fifty 2E (The Undiscovered Country)	ban_2E	brokenbow_44	TUC	27 V	ENT	univ	Personnel		Borg		5	5	7					[22][AU][Def][DQ]		Borg/Humanoid; Drone;				Identification: HARVEST DRONE Task: Identify targets in Sector 001. Engage. Biological Distinctiveness: Humanoid.			SECURITY ENGINEER Exobiology May download {One with the Borg} in place of a card draw. DL/ {Orbital Bombardment} OR {Establish Tractor Lock}
Ten of Fifty 2E (The Undiscovered Country)	ban_2E	brokenbow_45	TUC	28 V	ENT	univ	Personnel		Borg		7	5	5					[22][AU][Com][DQ]		Borg/Human; Drone;				Identification: SYNERGY DRONE Task: Recognize optimum performance. Coordinate. Biological Distinctiveness: Human species.			Cybernetics Attributes all +2 while sharing skills. Once each turn, may return to hand your non-[BO] Objective in play.
Weyoun 2E (Scheming Negotiator)	ban_2E	STVE-EN15030	TUC	30 V			Personnel		Dominion		2	6	4					[Cmd][GQ][TN]		Vorta; Male;	Jem'Hadar;		Tenak'talar	"Perhaps it would be best to let the matter rest for a while. I'm sure, in time, all these minor problems will be resolved to our mutual satisfaction." Commander: Tenak'talar.			Anthropology Diplomacy SCIENCE Treachery When you play a [Dom] Treachery personnel, you may take a Jem'Hadar personnel from your discard pile and place it on the bottom of your deck.
The Cost of Freedom 2E	ban_2E	STVE-EN15015	TUC	15 V			Event																	Over nine hundred million Cardassians were slaughtered by Dominion forces in retaliation for the actions of Damar's resistance.			Plays in your core. At the start of your Execute Orders segment, discard the top three cards of your deck. For each event you discarded this way, each of your [Car] personnel is attributes +1 until the end of the turn. If you do not discard an event this way, all of your [Car] personnel are stopped.
Let Them Worry 2E	ban_2E	STVE-EN16008	FTB	8 V			Dilemma	[S/P]													Shape-shifter;			"... none of that has anything to do with you. You're a changeling. You're timeless."			Unless you have Honor x3 OR MEDICAL + Physics + STRENGTH>28, randomly select a personnel to be stopped, and if your opponent commands 3 Shape-shifter personnel, all your personnel are stopped.
Reprogrammed 2E	ban_2E	STVE-EN16026	FTB	26 V			Interrupt																	"Doctor, have you been messing around with your program?"			When an opponent plays an interrupt, if one of his or her personnel is facing a dilemma you own, discard a personnel from hand to prevent that interrupt and place it in its owner's discard pile.
One to One 2E (Favor the Bold)	ban_2E	crossover_12	FTB	9 V	TNG		Dilemma	[S/P]						+/- 5										Thomas Riker, a transporter duplicate of William T. Riker, resented his doppelganger's authority and superior rank, and viewed him as a rival for the affections of Deanna Troi.			Each player reveals a personnel from hand (if none, CUNNING=0). Highest CUNNING scores points, others lose points. Cannot get past if tie.
Treachery Running Deep 2E	ban_2E	STVE-EN16018	FTB	18 V			Dilemma	[S/P]													Praetor; Senator;			"I support all diplomatic overtures. But if you will excuse me, Praetor, I have an appointment with the Tholian ambassador."			Unless you have Anthropology x3 OR Physics + Treachery + CUNNING>28, randomly select a personnel to be stopped, and discard a card from hand for each Praetor personnel and Senator personnel your opponent commands.
Ro Laren 2E (Headstrong Ensign)	ban_2E	STVE-EN16037	FTB	37 V			Personnel		Federation		4	6	6					[2eTNG][Stf]		Bajoran; Female;				"The point is, with all due respect, you're trying to turn me into your idea of a model officer."			Navigation OFFICER Computer Skill While this personnel is facing a dual dilemma, she cannot be randomly selected by dilemmas.
Neral 2E (Seasoned Politician)	ban_2E	STVE-EN16043	FTB	43 V			Personnel		Romulan		3	6	4							Romulan; Male; Praetor; Proconsul;				"Formerly Proconsul and now Praetor of the Romulan Star Empire."			Anthropology Archaeology Diplomacy Leadership x 2 Treachery While this personnel is facing a dilemma that requires Leadership or Treachery, he and each Treachery personnel present cannot be randomly selected by that dilemma.
Skeptical Superiors 2E	ban_2E	STVE-EN16012	FTB	12 V			Dilemma	[S]													Admiral;			"But what if you're wrong and the Dominion doesn't commit its forces to protect Deep Space Nine? What if they launch a full-scale assault on Earth instead?"			Unless you have Leadership x3 OR (Astrophysics OR Stellar Cartography) + Computer Skill + CUNNING>28, randomly select a personnel to be stopped, and randomly select a personnel to be stopped for each Admiral personnel your opponent commands.
The Clown: On His Throne 2E (Favor the Bold)	ban_2E	metamorphosis_02	FTB	15 V	VOY		Dilemma	[S/P]										[2]						Leader of a band of torturous performers, The Clown could easily tap into the fears of his victims and manipulate the artificial environment in which they resided.			Place on mission. Opponent chooses INTEGRITY, CUNNING, or STRENGTH. Replace other personnel attributes in dilemma and mission text here with the named attribute.
Patriotic Spirit 2E	ban_2E	STVE-EN16010	FTB	10 V			Dilemma	[P]													Glinn;			"... I pledge my life to free Cardassia..."			Unless you have OFFICER x3 OR Honor + Leadership + STRENGTH>28, randomly select a personnel to be stopped, and randomly select a personnel to be stopped for each Glinn personnel your opponent commands.
Arak'Taral 2E (Suspicious Second)	ban_2E	STVE-EN16034	FTB	34 V			Personnel		Dominion		5	5	8					[GQ][KW][Stf]		Jem'Hadar; Male;				"You're not like the other human. You don't like helping us ... Good. I don't like it either."			Astrophysics OR Stellar Cartography OFFICER Physics Transporter Skill When this personnel is an eligible target for a random selection, you may exclude a [Cmd] personnel present from that selection. When this personnel is an eligible target for a random selection, you may exclude a [Cmd] personnel present from that selection.
The Beast at El-Adrel 2E	ban_2E	STVE-EN16014	FTB	14 V			Dilemma	[P]													hand weapon;			"You knew there was a dangerous creature on this planet."			Your personnel cannot gain skills while facing this dilemma. Unless you have Diplomacy x2 + Leadership x2 OR ENGINEER + Transporter Skill + CUNNING>33 OR a Hand Weapon, all your personnel are stopped.
Unwanted Guests 2E	ban_2E	STVE-EN16020	FTB	20 V			Dilemma	[S/P]																"I'm picking up transporter locks. They're beaming on board."			Your opponent randomly discards a personnel from his or her hand. Unless you have that personnel's skills, all your personnel are stopped.
Chula: Unfortunate Roll 2E (Favor the Bold)	ban_2E	emissary_02	FTB	5 V			Dilemma	[S/P]																In the game of chula, even choosing the less profitable but safer path does not guarantee that all of your players will continue to the next shap.			To get past, three personnel present (random selection) are chosen. If their total INTEGRITY is odd, all three are "stopped." Otherwise, discard dilemma.
