Name	Set	ImageFile	Release	Info	Property	Uniqueness	Type	Mission/ Dilemma Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Quadrant	Span	Icons	Staff	Characteristics/ Keywords	Requires	Persona	Command	Lore	Reports	Names	Text
Borg Sphere	Trad_Virtual_OTF_Open_Warp	borgsphere	fc	C	FC	univ	Ship		Borg	Borg Sphere	4	6	6	10				[DQ]	[Nav][Nav] 	Borg ship;				Identification: BORG SPHERE Task: General-purpose vessel. Provide contingency option when meeting resistance.			May be reported aboard, carried aboard and launched from any of your Borg cubes.
Borg Tactical Cube	Trad_Virtual_OTF_Open_Warp	borgtacticalcube	borg	123 R	VOY	univ	Ship		Borg	Class 4 Tactical Cube	7	28	28	50				[DQ]	[Borg][Borg][Borg][Def][Def][Nav][Nav] 	Borg ship; Tractor Beam;				Identification: CLASS-4 TACTICAL CUBE Task: Respond to incursions into Borg space. Eliminate resistance.			Your equipment and Borg personnel may report aboard (for free, once each turn, if a [Def] personnel). Tractor Beam
Botanical Research	Trad_Virtual_OTF_Open_Warp	botanicalresearch	sdII	P		univ	Mission	[P]	[FED][KLI][DOM]					30		Alpha	2							Gather plant life for medical research from planet with highly ionized atmosphere.			SCIENCE + MEDICAL + CUNNING>35 {Atmospheric Ionization} may seed here.
Bothan Vessel	Trad_Virtual_OTF_Open_Warp	bothanvessel	voy	198 U	VOY	univ	Ship		Non-Aligned	Unknown Class	7	6	7					[DQ]	[Cmd] 	Cloaking Device; Tractor Beam;				Standard ship design used by a reclusive, territorial race with powerful psionic abilities. Possesses technology which allows it to seem invisible to enemy vessels.			Cloaking Device, Tractor Beam
Breen Warship	Trad_Virtual_OTF_Open_Warp	breenwarship	twt	103 R	DS9	univ	Ship		Dominion	Warship Class	9	10	9						[Cmd][Stf][Stf] 	Breen ship; Dominion ship; Energy Dampener; Tractor Beam; Warship;	Breen;		Thot Gor	Employs biological technology. Used in attack on San Francisco in 2375. Thot Gor commanded one.			Your Breen may report aboard. Energy Dampener, Tractor Beam
B'rel	Trad_Virtual_OTF_Open_Warp	brel	roa	C	TNG	univ	Ship		Ferengi	B'rel Class	7	5	6						[Stf] 	Bird-of-Prey; Cloaking Device; Ferengi ship; Klingon ship; Tractor Beam;				Old surplus Klingon Bird-of-Prey. Much smaller than K'Vort-class ships. Ferengi bought this one to support a covert vendarite mining operation on Ligos VII.			Cloaking Device, Tractor Beam (cannot carry ships aboard).
Calandra	Trad_Virtual_OTF_Open_Warp	calandra	roa	C	TNG	univ	Personnel		Non-Aligned	CIVILIAN	5	6	2							Human; Female; Nurse;	DaiMon;	Calandra		Attractive young vocalist and part-time nurse. Known as one of "Omag's girls." Overlooks the fat Ferengi's disgusting behavior because of his generosity to her.	War Council		CIVILIAN Youth Music MEDICAL DaiMons present are attributes all +1 (cumulative).
Calloway	Trad_Virtual_OTF_Open_Warp	calloway	premiere	C	TNG	univ	Personnel		Federation	MEDICAL	7	5	3							Human; Female; Mission Specialist; U.S.S. Enterprise-related personnel;		Calloway		Ensign Calloway is representative of Starfleet medical technicians. Served aboard the U.S.S. Enterprise in 2370.			MEDICAL Youth
Cardassian Shuttle	Trad_Virtual_OTF_Open_Warp	cardassianshuttle	ds9	C	DS9	univ	Ship		Cardassian	Shuttlecraft	6	3	4						 	Cardassian ship;			Natima Lang	Small ship configured for both military and civilian use. Ferried prisoners from Bajor to Terok Nor during the occupation. Natima Lang commanded one.			
Cargo Bay	Trad_OTF_Open_Warp	cargobay	roa	C		univ	Site														Freighter; Transport;						Smuggling, Acquisition and [Non] Navigation personnel may report here (or download here in place of a normal card play; player draws no cards that turn). Once each turn, if a freighter, transport or [Fer] ship's crew member completes a "cargo run" (brings a non-weapon Equipment card here from another facility), for each mission passed (except starting and ending locations) owner may draw a card or download a {Gold-Pressed Latinum} here. (Once per game per Equipment card title.) Any Nor: Docking Ring
Catalog Phenomena	Trad_Virtual_OTF_Open_Warp	catalogphenomena	voy	83 C		univ	Mission	[S]	Any crew may attempt mission.					30	Nekrit Expanse Region	Delta	4			Nekrit Expanse Region;	Nekrit Expanse Region;			Map dust clouds and other hazards in the Expanse.			SCIENCE + Astrophysics + Stellar Cartography + Computer Skill
Cavit	Trad_Virtual_OTF_Open_Warp	cavit	voy	116 C	VOY	univ	Personnel		Federation	OFFICER	6	6	7					[Cmd][DQ]		Human; Male;		Cavit		Lieutenant commander typical of executive officers stationed on smaller Starfleet ships. Posted to U.S.S. Voyager. Scornful of Maquis soldiers and sympathizers.			OFFICER Leadership Anthropology Transporter Skill
Ch'dak	Trad_Virtual_OTF_Open_Warp	072chdak	tmp	72 C	TUC	univ	Personnel		Klingon	OFFICER	6	6	8					[AU][Films][Stf]		Klingon; Male;		Ch'dak		Characteristic member of the I.K.C. Kla'Diyus crew. A pilot rated on many designs, he enjoyed the new tactics made possible by the ability to attack while under cloak.			OFFICER Navigation Physics If on a [Kli] [Films] ship, it is RANGE +1.
Chief O'Brien	Trad_Virtual_OTF_Open_Warp	chiefobrien	bog	R	TNG	univ	Personnel		Romulan	ENGINEER	5	5	5					[Holo][Stf]		Hologram; Capturing-related card; Male; U.S.S. Enterprise-related personnel;		Chief O'Brien		Holographic re-creation of U.S.S. Enterprise transporter chief. Used to aid mental reprogramming. Taibak forced Geordi La Forge to "kill" the chief repeatedly.			ENGINEER SECURITY Transporter Skill Navigation Music Once each turn, may download {Brainwash} here.
Christopher Hobson	Trad_Virtual_OTF_Open_Warp	christopherhobson	premiere	C	TNG	univ	Personnel		Federation	OFFICER	6	7	6					[Cmd]		Human; Male; Mission Specialist;		Christopher Hobson		Lt. Commander Christopher Hobson is representative of staff officers in Starfleet. Served aboard the U.S.S. Sutherland in 2368.			OFFICER Computer Skill
Collect Sample	Trad_Virtual_OTF_Open_Warp	collectsample	roa	C		univ	Mission	[S]	[ROM][CAR][DOM][FER]					30		Alpha	3							Beam volatile sample aboard ship for possible use as a weapon component.			SCIENCE + Astrophysics + Transporter Skill + (Smuggling OR Treachery x2)
Colony Preparations	Trad_Virtual_OTF_Open_Warp	colonypreparations	ds9	U		univ	Mission	[P]	[KLI][BAJ]					30		Gamma	3							Survey uninhabited class-M world for possible colonization.			SCIENCE + Geology + Biology + SECURITY When you solve, may download {Colony} here.
Columbus	Trad_Virtual_b00_OTF_Open_Warp	columbus	twt	106 C	TOS	univ	Ship		Federation	Shuttlecraft	5	1	3					[AU][OS]	 	Federation ship;	Constitution Class;			Typical Starfleet shuttlecraft, circa 2260s. Assisted in the search for the missing Galileo 7.			May be reported, carried, and launched aboard your Constitution-class ships.
Combat Vessel	Trad_Virtual_OTF_Open_Warp	combatvessel	premiere	C	TNG	univ	Ship		Non-Aligned	Combat Class	8	8	6						[Stf][Stf] 					A little-known class of attack craft. One such vessel attacked the U.S.S. Enterprise in 2368 at Surplus Depot Zed-15.			
Construct Depot	Trad_Virtual_OTF_Open_Warp	constructdepot	dom	C		univ	Mission	[S]	[DOM]					30		Alpha	2			Asymmetric mission;				Build ketracel-white production facility in the Alpha Quadrant.			Navigation x2 + Physics + Vorta + ENGINEER When you solve, download {Remote Supply Depot} here. Opponent's side: Not attemptable, no gametext, no pointbox.
Corez	Trad_Virtual_OTF_Open_Warp	corez	voy	142 C	VOY	univ	Personnel		Kazon	SECURITY	5	6	7					[DQ][Stf]		Kazon; Bodyguard; Kazon-Pommar; Male;		Corez		Representative of Kazon aligned with the Pommar sect. Has served as bodyguard to Minnis. Stood watch over a group of Trabe being held prisoner on Sobras.	The Kazon Collective (Pommar)		SECURITY Treachery Geology DL/ {Kazon Disruptor Rifle}
Coutu	Trad_Virtual_OTF_Open_Warp	coutu	ds9	C	DS9	univ	Personnel		Non-Aligned	CIVILIAN	8	7	7					[Cmd]		Paradan; Male;		Coutu		Male from Parada II. Typical of rebels who supported peace talks with the Paradan government. Rescued Miles O'Brien from government forces in 2370.	War Council		CIVILIAN Diplomacy Honor Exobiology
Cravic Unit 122	Trad_Virtual_OTF_Open_Warp	88cravicunit122	ha	88 C	VOY	univ	Personnel		Non-Aligned	OFFICER	5	7	10					<S)[Cmd][DQ]		Android; Neuter;		Cravic Unit 122	Cravic Warship	Standard Automated Commander built by the Cravic to wage war on the Pralor. It is among the oldest of their androids still in operation. Commands a Cravic Warship.			OFFICER Leadership Computer Skill Navigation
Cravic Warship	Trad_Virtual_OTF_Open_Warp	128cravicwarship	ha	128 U	VOY	univ	Ship		Non-Aligned	Warship Class	7	10	9					<S)[DQ]	[Cmd][Stf][Stf] 	Tractor Beam; Warship;				Powerful ship built decades ago by the Cravic. Still used by their androids to continue war on the Pralor units.			Tractor Beam Your {Cravic Unit}s may report aboard.
Crewman Wilson	Trad_Virtual_OTF_Open_Warp	crewmanwilson	mm	70 C	TOS	univ	Personnel		Federation	SCIENCE	5	6	7					[AU][MU][OS][TE]		Human; Male; Support Personnel;		Crewman Wilson		Typical crewman on the I.S.S. Enterprise. Seeks any opportunity to be made an officer. Isn't likely to find one on Kirk's ship.			SCIENCE Treachery Stellar Cartography
Dakol	Trad_Virtual_OTF_Open_Warp	dakol	ds9	C	DS9	univ	Personnel		Cardassian	SECURITY	3	4	9					[Stf]		Cardassian; Glinn; Male;		Dakol		Representative of Cardassian military security guards. Glinn assigned to guard prisoners at Hutet labor camp. Wanted to be intimately involved with Major Kira.			SECURITY Navigation Leadership Treachery
Danderdag	Trad_Virtual_OTF_Open_Warp	danderdag	twt	86 C	TNG	univ	Personnel		Non-Aligned	SECURITY	6	3	7					[Stf]		Pakled; Male; Support Personnel;		Danderdag		"We are Pakleds. We want to be strong."			SECURITY Computer Skill Navigation
Dar	Trad_Virtual_OTF_Open_Warp	62dardom	ha	62 C	VOY	univ	Personnel		Dominion/Hirogen	SECURITY	5	7	9					[DQ][Holo][Stf]		Hologram; Male; Support Personnel;		Dar		The Hirogen created relatively few Breen holograms, given the limited and conflicting information about their species gleaned from the Voyager databanks.			SECURITY Biology Stellar Cartography
Dar*	Trad_Virtual_OTF_Open_Warp	62darhir	ha	62 C	VOY	univ	Personnel		Hirogen/Dominion	SECURITY	5	7	9					[DQ][Holo][Stf]		Hologram; Male; Support Personnel;		Dar		The Hirogen created relatively few Breen holograms, given the limited and conflicting information about their species gleaned from the Voyager databanks.			SECURITY Biology Stellar Cartography
Darian Wallace	Trad_Virtual_OTF_Open_Warp	darianwallace	premiere	C	TNG	univ	Personnel		Federation	SECURITY	7	5	6							Human; Male; Mission Specialist; U.S.S. Enterprise-related personnel;		Darian Wallace		Ensign Darian Wallace is representative of Starfleet security officers. Held numerous positions aboard the U.S.S. Enterprise.			SECURITY Anthropology
Darmok	Trad_Virtual_OTF_Open_Warp	darmok	otsd	P	TNG	univ	Ship		Non-Aligned	Darmok Class	7	8	7						[Cmd][Stf] 	Holodeck; Particle Scattering Device; Tractor Beam;				"Picard and Dathon, trading knives at El-Adrel. Children at Tama's knee. Sokath, forging knives for his brothers."			When reporting, choose Tractor Beam OR Holodeck OR Particle Scattering Device.
Daro	Trad_Virtual_OTF_Open_Warp	daro	dom	U	TNG	univ	Personnel		Cardassian	ENGINEER	7	5	6					[Stf]		Cardassian; Glinn; Male; Support Personnel; U.S.S. Enterprise-related personnel;		Daro		Glinn. Aide to Gul Macet. Attempted to discuss transporter technologies with Miles O'Brien aboard the U.S.S. Enterprise, but was rebuffed.			ENGINEER Astrophysics Transporter Skill
Daval	Trad_Virtual_OTF_Open_Warp	daval	twt	79 C	TOS	univ	Personnel		Klingon	SCIENCE	7	6	7					[AU][OS][Stf]		Klingon; Male; Support Personnel;		Daval		Klingon field scientist serving under Governor Kor. In 2267, helped establish the Klingon command center on Organia.	Organia		SCIENCE Astrophysics Computer Skill
Davar	Trad_Virtual_OTF_Open_Warp	davar	borg	76 C	VOY	univ	Personnel		Hirogen	SCIENCE	5	6	8					[DQ][Stf]		Hirogen; Male;		Davar		Reckless hunter who tired of participating in holographic scenarios aboard the commandeered Voyager. Joined Turanj in hunting prey, against express orders from Karr.	Hirogen Hunt (Karr)		SCIENCE Archaeology Biology Treachery
D'deridex	Trad_Virtual_OTF_Open_Warp	dderidex	premiere	C	TNG	univ	Ship		Romulan	D'deridex Class	8	9	7						[Cmd][Stf][Stf] 	Cloaking Device; Romulan ship; Tractor Beam;				Imperial Romulan Warbird. A massive ship significantly larger than a Galaxy class starship.			Cloaking Device, Tractor Beam
D'deridex Advanced	Trad_Virtual_OTF_Open_Warp	dderidexadvanced	dom	R	DS9	univ	Ship		Romulan	Modified D'deridex Class	9	10	9						[Cmd][Stf][Stf] 	Cloaking Device; D'deridex Class; Romulan ship; Tractor Beam;				Upgraded by the Tal Shiar near Orias III. Used in Tal Shiar/Obsidian Order attack of the Dominion 2371.			Cloaking Device, Tractor Beam
Derell	Trad_Virtual_OTF_Open_Warp	derell	ds9	C	DS9	univ	Personnel		Cardassian	MEDICAL	6	8	5					[Stf]		Cardassian; Male; Support Personnel; Terok Nor-related personnel;		Derell		Representative of Cardassian medical personnel. Assigned to Terok Nor infirmary in 2358. Frequent patron of Quark's bar prior to the 2369 evacuation.			MEDICAL Exobiology Anthropology
Dilanum	Trad_Virtual_OTF_Open_Warp	dilanum	borg	118 C	VOY	univ	Personnel		Vidiian	ENGINEER	3	7	5					[DQ][Stf]		Vidiian; Male;		Dilanum		Representative of maintenance workers assigned to Avery III. Alien prisoners made to assist him often wish they had instead been put to work digging tunnels.			ENGINEER SCIENCE Stellar Cartography Treachery
Divok	Trad_Virtual_OTF_Open_Warp	divok	premiere	C	TNG	univ	Personnel		Klingon	MEDICAL	6	6	8					[Stf]		Klingon; Male; Support Personnel;		Divok		Male trained in Klingon anatomy and medicine. Studied the effects of Tribbles on the Klingon nervous system.			MEDICAL Biology Youth
D'Kora Marauder	Trad_Virtual_OTF_Open_Warp	dkoramarauder	roa	C	TNG	univ	Ship		Ferengi	D'kora-Class Marauder	8	8	8						[Cmd][Stf][Stf] 	D'Kora-class; Ferengi ship; Holodeck; Tractor Beam;				Ferengi military vessel. Standard D'Kora spaceframe optimized for battle readiness. Most DaiMons enjoy the raw power but lament the minimal cargo space.			Holodeck, Tractor Beam
D'Kora Transport	Trad_Virtual_OTF_Open_Warp	dkoratransport	roa	C	TNG	univ	Ship		Ferengi	D'kora-Class Transport	7	5	7						[Cmd][Stf] 	D'Kora-class; Ferengi ship; Tractor Beam; Transport;				Ferengi trade vessel. Same spaceframe as the D'Kora-class marauder, but has a smaller crew complement and devotes far more internal volume to cargo capacity.			Tractor Beam
Dominion Battleship	Trad_Virtual_OTF_Open_Warp	dominionbattleship	twt	104 R	DS9	univ	Ship		Dominion	Battleship Class	10	11	12					[GQ]	[Cmd][Cmd][KW][KW] 	Battleship; Dominion ship; Holodeck; Invasive Transporters; Jem'Hadar Ship; Tractor Beam;				Massive Jem'Hadar battleship developed during the Alpha Quadrant war. One easily withstood an ill-conceived attack by the U.S.S. Valiant in 2374.			Holodeck, Invasive Transporters, Tractor Beam
Doran	Trad_Virtual_OTF_Open_Warp	54dorancar	ha	54 C	VOY	univ	Personnel		Cardassian/Hirogen	SECURITY	6	7	8					[DQ][Holo][Stf]		Hologram; Male; Support Personnel;		Doran		Typical Hirogen hologram based on information taken from Voyager. His memories of the hunt were transferred to The Doctor in the hopes of gaining his understanding.			SECURITY Archaeology Transporter Skill
Doran*	Trad_Virtual_OTF_Open_Warp	54doranhir	ha	54 C	VOY	univ	Personnel		Hirogen/Cardassian	SECURITY	6	7	8					[DQ][Holo][Stf]		Hologram; Male; Support Personnel;		Doran		Typical Hirogen hologram based on information taken from Voyager. His memories of the hunt were transferred to The Doctor in the hopes of gaining his understanding.			SECURITY Archaeology Transporter Skill
Dorza	Trad_Virtual_OTF_Open_Warp	dorza	mm	59 C	DS9	univ	Personnel		Cardassian	SCIENCE	7	6	6					[KCA][MU][Stf]		Cardassian; Female; Support Personnel; Terok Nor-related personnel;		Dorza		Female Cardassian in the mirror universe. Science officer aboard Terok Nor. Occasionally keeps high-profile visitors under surveillance for the Intendant.		The Intendant	SCIENCE Biology Stellar Cartography
Dr. Borts	Trad_Virtual_OTF_Open_Warp	drborts	roa	C	TNG	univ	Personnel		Ferengi	SCIENCE	6	8	4					[Stf]		Ferengi; Male; Mission Specialist; U.S.S. Enterprise-related personnel;		Dr. Borts		Representative Ferengi scientist. Helped Lurin invade the U.S.S. Enterprise. Paid more attention to Dr. Crusher's molecular models than to his guard duties.		Lurin;Dr. Crusher	SCIENCE MEDICAL
Dr. Farek	Trad_Virtual_OTF_Open_Warp	drfarek	premiere	C	TNG	univ	Personnel		Non-Aligned	MEDICAL	2	8	3					[Cmd]		Ferengi; Male; Mission Specialist;		Dr. Farek		Dr. Farek is representative of male Ferengi trained in medicine. Seized control of the D'Kora class Ferengi Marauder, Krayton, in 2366.			MEDICAL Greed
Dr. Fitzgerald	Trad_Virtual_OTF_Open_Warp	drfitzgerald	voy	119 C	VOY	univ	Personnel		Federation	MEDICAL	6	7	5					[DQ][Stf]		Human; Male; Mission Specialist;		Dr. Fitzgerald		Typical of chief medical officers assigned to starships on short tours of duty. Stationed on Caldik Prime during the accident resulting in Tom Paris' discharge from Starfleet.			MEDICAL Exobiology
Dr. Leah Brahms	Trad_Virtual_OTF_Open_Warp	drleahbrahms	premiere	R	TNG	univ	Personnel		Federation	ENGINEER	7	9	2					[Holo]		Hologram; Female; Mission Specialist;		Dr. Leah Brahms		Re-creation who said, "I'm with you every day, Geordi. Every time you look at this engine, you're looking at me. Every time you touch it, it's me."			ENGINEER ENGINEER
